name,actual_price,discount_price,rating
Hp 15 10th Gen Intel Core-i3 4GB RAM 1TB HDD Wins 10 + LED Lamp,"₦ 389,000","₦ 335,000",4 out of 5(1)
DELL Vostro 3510 15.6-inch FHD  11th Gen Intel Core I3 8GB RAM 256G SDD Win 11 PRO,,"₦ 350,900",
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11","₦ 360,000","₦ 355,000",
Lenovo Ideapad Intel Celeron N4000 4GB RAM 500GB HDD Wins10 + 32GB Flash Drive,,"₦ 188,000",4.3 out of 5(21)
DELL Vostro 15-inch Laptop- Intel Core I3- 8GB RAM 11th GEN 512 SSD - Windows 11+USB Light For Keyboard,"₦ 588,000","₦ 489,999",3.7 out of 5(6)
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 730,000","₦ 550,000",5 out of 5(1)
DELL Alienware M16 R1 (DR5BFX3),,"₦ 3,850,000",
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 200,000","₦ 190,000",4.1 out of 5(8)
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 200,000","₦ 190,000",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,"₦ 500,000","₦ 360,000",4.3 out of 5(4)
Hp Laptop 15 INTEL CELERON Quad Core- Backlit Keyboard 8GB RAM -1TB HDD Windows 11 PRO+ Mouse,,"₦ 300,000",
"itel Intel® Celeron™ N3350, 4GB RAM 1TB HDD 14"" Display Wins 10","₦ 169,000","₦ 158,400",
Msi KATANA 15 B13VEK,,"₦ 1,285,000",
"Hp ENVY X360 15 10th Gen Intel Core I5(256GB SSD,8GB)Backlit Keyboard,Touch,FP, Wins 10",,"₦ 750,500",4.5 out of 5(4)
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 550,000","₦ 385,000",5 out of 5(1)
"Hp 14 Intel Celeron N4020 8GB RAM 1TB HDD 14"" Wins 10 + Mouse","₦ 278,000","₦ 249,300",
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse &USB Light For Keyboard,"₦ 200,000","₦ 103,000",
Hp Laptop 15 INTEL CELERON Quad Core 8GB RAM -1TB HDD Windows 11 + USB Light For Keyboard,"₦ 400,000","₦ 340,000",
DELL XPS 9530 13TH GEN INTEL CORE I7 32GB RAM 512GB SSD RTX 4050 (6GB) BACKLIT KEYBOARD WINS 11,"₦ 2,200,000","₦ 1,905,000",
Hp ProBook 11 X360- TOUCH Intel Pentium 128GB 8GB RAM WIN10 Pro,,"₦ 180,000",
Hp ProBook 11 X360- TOUCH- 256GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG,"₦ 400,000","₦ 369,999",
DELL Vostro 14 11th Gen Intel Core I3 1TB HDD 4GB RAM Windows 10,,"₦ 355,000",3 out of 5(1)
"DELL LATITUDE 3190,Intel Celeron, 128gb/4gb",,"₦ 183,800",
Hp Stream 11 Intel Celeron 4GB RAM-64GB SSD WIN 10+USB LIGHT,"₦ 290,000","₦ 103,000",
"Hp 255 G8 AMD ATHLON 3150U 8GB RAM 1TB HDD 15.6"" HD WINS 10 + 32GB Flash","₦ 290,000","₦ 273,000",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro+BAG,"₦ 490,000","₦ 395,000",
"DELL Vostro 15 10th Gen, Intel Core I3 8GB RAM 256GB SSD 15.6"" HD Windows 10",,"₦ 356,999",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro,"₦ 680,999","₦ 395,000",
Hp Pavilion X360m14Convertible Intel Corei3/128GB SSD/8GB Ram Touchscreen+32 Flash Drive Mouse,,"₦ 350,000",
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10,,"₦ 95,500",5 out of 5(1)
Lenovo Ideapad 15.6 - Intel Core I3 - 16GB RAM - 1TB HDD Windows 11 PRO + USB Light For Keyboard,,"₦ 420,000",
"Hp Envy 15 X360 Intel Core I5- 10th Gen (8GB,512GB SSD)15.6inch Windows 10","₦ 799,000","₦ 780,000",5 out of 5(1)
Hp ProBook 11 X360- Intel PENTIUM 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch,"₦ 200,000","₦ 190,000",
Lenovo IDEAPAD 15 Inch - 20GB RAM -512GB SSD- INTEL CORE I3 - - WINDOWS 10 PRO + Mouse,"₦ 389,000","₦ 388,999",
"Lenovo V14 AMD RYZEN 3 3250U 1TB 8GB RAM 14.0""SCREEN WINS 10 +FREE Mouse",,"₦ 260,500",4.2 out of 5(27)
Hp 15 Intel Celeron N4020 8GB RAM 1TB HDD Windows 10 + Mouse,,"₦ 252,650",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 500,000","₦ 360,000",
"Hp Chromebook 11A Celeron Dual Core 32GB EMMC 4GB 11.6"" Chrome OS ASH GRAY + FREE POUCH","₦ 205,000","₦ 185,000",
Hp Pavilion 15  Intel Core I5 (1TB HDD 8GB RAM)  -Win- 10-Touch Screen,,"₦ 768,000",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 360,000",
"Asus VIVOBOOK 14 11TH GEN, INTEL CORE I7 8GB RAM, 256GB SSD 14"" HD WINS 11+ Flash Drive","₦ 695,000","₦ 680,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 622,999","₦ 515,000",3.9 out of 5(52)
"Hp 15 11th Gen Intel Core I3 15.6"" 8GB RAM/256GB SSD FP Reader Win 11","₦ 415,000","₦ 395,000",
"Power Plus Laptop Ultra Massive Power Bank (910,000,000mwh)","₦ 278,000","₦ 206,910",
"Hp Envy 17 11th Gen Intel Core I7(16GB,1TB SSD)17.3 Touch/Backlit Keys Wins 10",,"₦ 1,390,000",
Hp PROBOOK 440 G8 11TH GEN INTEL CORE I5 8GB RAM 512GB INTEL IRIS Xe FINGERPRINT WIN 10 PRO,"₦ 730,000","₦ 705,000",
"Hp Omen 16 Gaming 13th Gen Intel Core I7 16GB RAM/1TB SSD 16.1"" 6GB Nvidia RTX 4050 WINS 11","₦ 1,790,000","₦ 1,682,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 156,000","₦ 130,000",
"Hp 15 TOUCHSCREEN INTEL CELERON 8GB RAM 1TB HDD 15.6"" HD WINS 10","₦ 285,000","₦ 260,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 600,000","₦ 550,000",
Hp Envy 15 X360 12th Gen Intel Core I7 16GB/1TB Backlit Keyboard/Touch SSD Win 11,"₦ 1,080,000","₦ 1,050,000",
Lenovo Ideapad Core I3- Backlit Keyboard-8GB RAM/256GB SSD- 3GHz-4.5Ghz FP Reader TOUCH- 11TH Gen-  WIN 11,"₦ 500,000","₦ 400,000",
"Hp 14 Intel Celeron N4020 8GB 1TB HDD 14"" Wins 10+ Mouse","₦ 269,000","₦ 250,850",
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 200,000","₦ 184,000",3.9 out of 5(7)
"Hp 15 Intel Celeron N4020 4GB RAM 1TB HDD, Wins 10","₦ 265,500","₦ 230,600",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,"₦ 500,999","₦ 360,000",5 out of 5(2)
"Hp 255 G8 AMD ATHLON 3150U 8GB RAM 1TB HDD 15.6"" HD WINS 10+ Bag And Flash","₦ 280,000","₦ 270,700",
Hp ENVY 13 X360 INTEL CORE I7 11TH GEN 8GB RAM 512GB SSD BACKLIT WIN 10,"₦ 1,060,000","₦ 980,000",
"Hp 14 12th Gen Intel Core I3 14"" 4GB RAM/256GB SSD Win 10","₦ 390,000","₦ 370,000",
Hp ProBook 11 G1 X360-Intel Pentium-256GB SSD-4GB RAM-WIN 10,,"₦ 210,000",
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 360,000",
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,"₦ 135,000","₦ 100,000",
Hp Notebook 14 - Intel Core I3- 12GB RAM/1tbGB HDD Windows 11 + 32GB FLASH  & USB Light For Keyboard,"₦ 490,000","₦ 489,000",
Hp 250 G8 11th Gen Intel Core I7 (1TB HDD/16GB RAM) Wins 10 Pro,,"₦ 690,000",
Hp 250 G8 Intel Celeron 4GB RAM 1TB HDD Windows 10 + Bag,,"₦ 248,000",
"DELL Inspiron 15 Touchscreen Intel Core I5 8GB/256GB SSD 15.6"" FHD Display Wins 11",,"₦ 469,500",
DELL XPS 15 9530 Core I9-13900H 1TB SSD 32GB RAM ''15.6'' Oled Touchscreen FP Reader Backlit WIN 11 PRO,,"₦ 3,750,000",
"Asus Notebook 10th Gen, Intel Core I3 12GB RAM 1TB HDD, 2.1GHz Up To 4.1GHz 14.0"" Wins 10","₦ 370,000","₦ 320,000",
"Hp PROBOOK X360, INTEL PENTIUM, 128GB SSD 4GB RAM, WINS 10 PRO",,"₦ 170,000",
Hp Notebook 15 - Intel Core I3- 16GB RAM/1TB HDD Windows 10 PRO + HP BAG & USB Light For Keyboard,"₦ 410,000","₦ 400,000",
"Hp Pavilion 15 Intel Pentium Quad Core 2.1Ghz (4GB RAM, 500GB HDD) 15.6-Inch Windows 10 Laptop +32GB Flash Drive - Red",,"₦ 270,000",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,"₦ 500,000","₦ 375,000",3.5 out of 5(4)
Hp Laptop 15 INTEL CELERON Quad Core- Backlit Key/8GB RAM -1TB HDD Windows 11 PRO+ Mouse,"₦ 400,000","₦ 340,000",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 375,000",4.1 out of 5(53)
"Hp 15 11TH GEN, INTEL CORE I5, 12GB RAM, 256GB SSD, INTEL IRIS Xe, WINS 11 + Mouse","₦ 680,000","₦ 649,600",5 out of 5(3)
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 180,900","₦ 130,000",
Lenovo Ideapad 14 Inch Intel® Celeron® 4GB RAM DDR4 - 256 SSD Windows 11 +USB LIGHT & 32GB Flash,"₦ 380,000","₦ 183,900",
"Hp 15 VICTUS GAMING, 12TH GEN INTEL CORE I5, 8GB RAM, 512GB SSD,4GB NVIDIA RTX 3050 WINS 11","₦ 930,000","₦ 890,000",
"Hp 15 TOUCHSCREEN 11TH GEN INTEL CORE I3 8GB RAM 256GB SSD 15.6"" WINS 11+ Flash Drive","₦ 415,000","₦ 405,000",
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10,"₦ 490,000","₦ 179,999",
"Lenovo IDEAPAD V14-IIL-10TH GEN-INTEL CORE I3-8GB RAM- 1TB HDD- 14""WINDOWS 10 IRON GREY + FREE SMART WATCH","₦ 348,000","₦ 283,100",
Hp EliteBook 840 G5 Intel Core I5-12GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 370,000",
Hp ENVY 15 TOUCHSCREEN 11TH GEN INTEL CORE I7 16GB RAM 512GB BACKLIT KEYBOARD RTX 3060 (6GB) WINS 11,"₦ 1,590,000","₦ 1,549,000",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,"₦ 500,999","₦ 360,000",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 375,000",
"DELL Latitude 3510 10th Gen Intel Core I5 8GB RAM, 256GB SSD, Windows 10 Pro 15inch",,"₦ 600,000",
Hp Pavilion X360 14-EK0054nia-11th Gen-Core I7-16gb- 1tb Ssd-Touchscreen-Backlit Keyboard-Wins 11,,"₦ 1,059,000",
"Hp Pavilion 14 X360 11th Gen Intel Core™ I7,512 SSD, 16GB RAM, Backlit Keyboard,14""Touchscreen Wins 11",,"₦ 920,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 695,000","₦ 515,000",
DELL Latitude 5440 13th Gen Intel® Core™ I7-1335U 512SSD16GB RAM Wins 11 Pro Backlight Keyboard,,"₦ 990,000",
DELL Vostro 14 Intel Core I3 10th Gen  (4GB RAM 1TB HDD) 14 Inch Windows 10,"₦ 370,000","₦ 355,000",
"DELL Latitude 3410 14"" Core I3 10th Gen - 8GB RAM - 500 HDD Wins 10 Pro+ Mouse","₦ 395,000","₦ 385,500",
"Hp 15 Intel Pentium Silver Quadcore (500GB HDD, 4GB RAM,Wins10","₦ 320,000","₦ 283,000",
"Hp PAVILION GAMING 15 11TH GEN INTEL CORE I5 8GB RAM 512GB SSD RTX 3050 15.6"" FHD WINS 11","₦ 850,000","₦ 810,800",
"DELL LATITUDE 5320 2-in-1 11th Gen CORE I5 256GB SSD 8GB RAM 13.3"" Touch Backlit Keyboard Win10 Pro","₦ 790,000","₦ 760,000",5 out of 5(1)
Hp Notebook 14 Intel Celeron Dual Core N4020 8GB RAM 1TB HDD WIN 10,"₦ 280,000","₦ 226,100",5 out of 5(1)
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 750,000","₦ 515,000",
"Hp Laptop 14s-dq5106nia 12TH GEN INTEL CORE I3 Up To 4.4GHz 4GB RAM 512GB SSD 14"" HD WINDOWS 11 + Mouse",,"₦ 422,000",
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,"₦ 580,000","₦ 395,000",
"Lenovo THINKPAD L14 AMD RYZEN 5 PRO 8GB RAM 512GB SSD 14"" FHD AMD RADEON GRAPHICS WINS 10","₦ 450,000","₦ 415,500",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 695,000","₦ 515,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 140,000","₦ 130,000",
Hp Laptop 15 INTEL CELERON Quad Core 16GB RAM -1TB HDD Windows 10 PRO + USB Light For Keyboard,"₦ 660,000","₦ 348,000",
"Toshiba Dynabook Portege 13 X360 11th Gen, Intel Core I5 16GB RAM, 1TB SSD, Touch/Backlit Keys WINS 10","₦ 720,000","₦ 696,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 695,000","₦ 515,000",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 500,000","₦ 350,000",
Lenovo Ideapad 15.6 - Intel Core I3 - 20GB RAM - 1TB HDD Windows 10 PRO + USB Light For Keyboard,"₦ 355,000","₦ 345,000",
Hp EliteBook 840 G5 Intel Core I5-12GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 370,000",
"Hp Pavilion 14-dv2074nia Laptop - Intel Core I7, 12th Gen, 512GB SSD, 8GB RAM, FHD Touch, Windows 11","₦ 950,000","₦ 900,000",
"Asus Zenbook 14 11th Gen, Intel Core I7 8GB RAM, 512GB SSD Backlit Keyboard, Win11+ Headset",,"₦ 904,400",
Hp EliteBook 840 G3 Core™ I5 256GB SSD 16GB 10 Pro,,"₦ 315,000",
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +BAG,"₦ 520,000","₦ 370,000",
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,"₦ 135,000","₦ 100,000",
Lenovo Ideapad 3- INTEL CORE I7 1TB 12GB RAM 11TH GEN WINS 10 PRO + FREE BAG,,"₦ 680,900",
Hp 11.6 Chromebook 11A-NB0013DX Intel Celeron 4GB RAM 32GB EMMC,"₦ 209,000","₦ 175,000",
"Hp Notebook 15 Intel Core I3 (16GB RAM, 1TB HDD)-Windows 10","₦ 350,000","₦ 340,000",
Hp Laptop 14S - DQ2048nia -  Core I3-11th Gen / 4GB / 256GB SSD / Windows 10 / 14” Screen,"₦ 400,999","₦ 305,999",
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD INTEL IRIS XE WINS 11,"₦ 820,000","₦ 800,000",
"Hp ENVY 14 Intel Core I7 1TB SSD 16GB RAM  14"" TOUCHSCREEN BACKLIT Keyboard","₦ 1,322,000","₦ 1,250,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 695,000","₦ 515,000",
Asus X515EA Intel® Core™ I7-1165G7 8GB RAM 256GB SSD 15.6-Inch Windows 11 Home,"₦ 650,000","₦ 549,990",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 695,000","₦ 515,000",
Hp EliteBook 840 G5 Intel Core I5-12GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,"₦ 500,000","₦ 370,000",5 out of 5(1)
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 215,000","₦ 190,000",5 out of 5(1)
"DELL ALIENWARE M16 R1 INTEL CORE I9-13900HX,2TB SSD/32GB RAM,8GB RTX 4070 NVIDIA,16"" QHD+ DISPLAY,WIN 11",,"₦ 3,900,000",
DELL Vostro 15-inch Laptop- Core I3- 8GB RAM 256 SSD - Win 11,"₦ 790,000","₦ 495,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ 32GB FLASH,"₦ 130,000","₦ 100,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 830,000","₦ 550,000",4 out of 5(5)
"Hp 250 G8 Intel Celeron N4020, 8GB RAM, 1TB HDD, 15.6"", Wins 10 + LED Lamp","₦ 275,000","₦ 254,900",4.4 out of 5(7)
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 200,000","₦ 184,000",4.2 out of 5(43)
"TDD-10.1 Netbook PC, 10.1 Inch, 1GB+8GB, Android 5.1 Allwinner A33  Quad Core 1.6GHz, BT, WiFi,  SD, RJ45(Black)","₦ 201,799","₦ 141,220",
"Hp Pavilion 14 X360 11th Gen Intel Core™ I3,8GB RAM 512 SSD Backlit Keyboard, Wins 11","₦ 730,000","₦ 720,500",
DELL XPS 13 9315 Core I7-1250u 512GB SSD 16GB DDR5 RAM 13.4'' FHD+ DISPLAY  FINGERPRINT WIN 11 SKY BLUE,,"₦ 1,585,000",
"Lenovo Yoga 9 2-in-1 Core I7-1360P 512GB SSD/16GB RAM ""14"" 2.8K OLED Touch/Backlit Fingerprint WIN 11 Pro",,"₦ 1,450,000",
"DELL LATITUDE 5430 12TH GEN, INTEL CORE I5 16GB RAM 512GB SSD BACKLIT KEYBOARD WINS 10","₦ 795,000","₦ 780,800",
Hp 15 10th Gen Intel Core I5 16GB RAM 1TB HDD 2GB NVIDIA WIN 10+ Wireless Mouse,"₦ 550,000","₦ 535,990",
DELL XPS 9530 13TH GEN INTEL CORE I7 32GB RAM 512GB SSD RTX 4050 (6GB) BACKLIT KEYBOARD WINS 11,"₦ 2,200,000","₦ 1,900,000",
DELL Vostro 15 Hybrid- 256gb SSHD-16GB RAM Intel Core I3- 11TH Gen- Windows 11 Laptop + 32G FLASH,"₦ 490,000","₦ 489,000",
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11","₦ 380,000","₦ 355,000",
Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ USB LIGHT FOR Keyboard,"₦ 1,680,000","₦ 1,510,000",4 out of 5(1)
"Hp 15 Intel Core I3 8GB RAM, 1TB HDD-WIN 10+ Free Mouse","₦ 375,000","₦ 365,500",5 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,"₦ 500,000","₦ 360,000",4 out of 5(1)
"Lenovo Ideapad 3- INTEL CORE I7 1TB HDD,16GB RAM 11TH GEN WINS 10 PRO","₦ 695,000","₦ 680,000",
"DELL LATITUDE 3189,TOUCH INTEL PENTIUM,8GB RAM,128GB SSD + LIGHT WIN 11","₦ 200,000","₦ 195,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 300,000","₦ 103,000",
"Lenovo THINKPAD L14 AMD RYZEN 5 PRO 8GB RAM 512GB SSD 14"" FHD AMD RADEON GRAPHICS WINS 10","₦ 434,000","₦ 415,000",
Hp 15 Intel Celeron N4020 8GB RAM 1TB HDD Windows 10 + Mouse,"₦ 252,000","₦ 241,700",
Hp Stream 11 Intel Celeron D/C 4GB RAM- 64GB SSD WIN 10+ BAG,"₦ 182,000","₦ 103,000",
Wired Gaming Mouse USB 3 Buttons Optical Wheel Antiskid Fros,"₦ 6,302","₦ 3,151",
"Hp Pavilion 15 Intel Core I5 (8GB RAM,  1TB HDD)15.6-Inch Windows 10 Laptop + 16GB FlASH - Silver",,"₦ 690,000",
Hp PROBOOK 440 G8 CORE I5 512GB SSD 8GB RAM WIN 11 PRO+ HP BAG,,"₦ 702,850",
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 360,000",
Hp 15 Intel Celeron N4020 4GB RAM 1TB HDD Windows 11+ Mouse,,"₦ 210,900",
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse &USB Light For Keyboard,"₦ 272,000","₦ 103,500",
DELL Vostro 15-inch Laptop- Intel Core I3- 8GB RAM/11th GEN/256 SSD- Windows 11+ USB Light For Keyboard,"₦ 510,000","₦ 495,000",
"Hp 16 VICTUS GAMING, INTEL CORE I5, 16GB RAM, 512GB SSD,4GB NVIDIA RTX 3050 WINS 11",,"₦ 980,300",
DELL Vostro 15 Hybrid- 1TB + 256GB SSHD-8GB RAM Intel Core I3- 11TH Gen- Windows 11 Laptop + BAG,"₦ 400,000","₦ 399,999",
"Hp ProBook 445 G7-AMD-Ryzen-5-256GB SSD - 8GB RAM-14"" -Win10-pro, HP Bag + Flash Drive",,"₦ 420,000",
Hp 250 G6 CORE I3 4GB RAM 500HDD WIN10 WITH PREMAX WIRELESS MOUSE,,"₦ 260,000",
"Hp ENVY X360 15 Intel Core I5(,8GB.512GB SSD)Touchscreen Backlit Keyboard Fingerprint",,"₦ 780,500",4 out of 5(1)
Hp ENVY 15 GAMING TOUCHSCREEN INTEL CORE I7 16GB RAM 512GB BACKLIT KEYBOARD RTX 3060 (6GB) WINS 11,"₦ 1,600,000","₦ 1,529,999",
DELL Vostro 15-inch Laptop Intel Core I3 12GB RAM 11th GEN 256 SSD Windows11+USB Light For Keyboard,"₦ 580,000","₦ 495,000",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,"₦ 600,000","₦ 360,000",5 out of 5(1)
"Hp 250 G7 Intel Core I5 (8GB RAM,1TB HDD) Wins10 + Free Mouse & LED Lamp","₦ 499,500","₦ 480,900",
"Hp 255 G8 AMD Athlon 3150U 15.6"" 4GB RAM/1TB HDD Win 10","₦ 295,000","₦ 260,000",
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 185,000","₦ 184,000",4.2 out of 5(16)
Hp Notebook 14 Intel Core I3 10TH GEN 1TB HDD -12gb Ram Windows 11 Pro + HP MOUSE & USB LED LIGHT,"₦ 650,000","₦ 495,000",
"Hp ProBook 450 G9 INTEL CORE I7,12TH GEN,8GB,512GB SSD,15.6, Win11 Professional",,"₦ 795,000",
"Lenovo ThinkPad X1 Nano Gen 1 Core I7-1180G7 512GB SSD/16GB RAM, 13"" WQHD Touchscreen BACKLIT FP Win10 PRO",,"₦ 990,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 695,000","₦ 515,000",
Hp Notebook 11 - TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 199,000","₦ 190,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 600,000","₦ 550,000",
DELL Vostro 14 11th Gen - Intel Core I3 1tb Hdd 8gb Ram Windows 10,,"₦ 365,000",5 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 375,000",
DELL XPS 9530 13TH GEN INTEL CORE I7 32GB RAM 512GB SSD RTX 4050 (6GB) BACKLIT KEYBOARD WINS 11,"₦ 2,200,000","₦ 1,900,000",
"DELL Inspiron 15 Touchscreen Intel Core I5 8GB/256GB SSD 15.6"" FHD Display Wins 11","₦ 485,000","₦ 468,500",
Hp ELITEBOOK X360 1030 G3 8TH GEN TOUCH CORE I5 8GB RAM/ 256GB SSD BACKLIT  FP READER WIN 11 PRO,"₦ 700,000","₦ 450,000",
"Power Plus Laptop Ultra Massive Power Bank (520,000,000mwh)","₦ 255,000","₦ 187,110",
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 12GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11,,"₦ 630,000",
"Asus Notebook 10th Gen, Intel Core I3 4GB RAM 256GB SSD, 2.1GHz Up To 4.1GHz 14.0"" Wins 10","₦ 329,000","₦ 302,500",
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 590,000","₦ 385,000",4.2 out of 5(5)
